CODSABER,CODPRES,CENTRO_EDUCATIVO,TIPO_INSTITUCION,REGIONAL,PROVINCIA,CANTON,DISTRITO,POBLADO,DIRECCION,LATITUD,LONGITUD
200159-00,0000,CENTRO EDUCATIVO JARDIN INFANTIL ADMIEL,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,TIBÁS,ANSELMO LLORENTE,ANSELMO LLORENTE,"CALLE EL PROGRESO, 125 NORTE ESCUELA LLORENTE","9,95628537","9,95628537"
200160-00,0000,KAMUK SCHOOL,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,TIBÁS,ANSELMO LLORENTE,ANSELMO LLORENTE,200 NORTE 200 OESTE DE LOS APTOS. LLORENTE,"9,95818274","9,95818274"
200161-00,0000,CENTRO PREESCOLAR ABC,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ OESTE,SAN JOSÉ,TIBÁS,COLIMA,CUATRO REINAS,SEXTA ETAPA DETRAS DE LA METALCO,"9,95661321","9,95661321"
200162-00,0000,CENTRO EDUCATIVO BILINGÜE SABIDURÍA,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,GOICOECHEA,GUADALUPE,EL ALTO,"DEL COL.DIVINO PASTOR, 100 E,200 N Y 125 O",9.95816006,-84.04270103
200163-00,0000,CENTRO EDUCATIVO BILINGÜE MENTES BRILLANTES,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN VICENTE,SAN VICENTE,DE LA CLINICA JERUSALEN 200 NORTE Y 100 ESTE,"9,95811072","9,95811072"
200164-00,0000,COLEGIO ISAAC MARTIN,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN VICENTE,SAN RAFAEL,DEL LICEO EMMA GAMBOA 500 NORTE Y 125 OESTE,"9,9673011","9,9673011"
200166-00,3965,COLEGIO MARIA INMACULADA DE MORAVIA,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN VICENTE,SAN BLAS,75 NORTE DEL MEGASUPER,"9,95955465","-84,04701479"
200167-00,0000,ACADEMIA CRISTIANA LIBERTAD (LIBERTY CHRISTIAN ACADEMY),PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN VICENTE,SAN RAFAEL,100 ESTE 600 NORTE Y 75 OESTE DE PLAZA LINCOL,"9,96726191","9,96726191"
200168-00,0000,INSTITUTO DE PSICOPEDAGOGIA INTEGRAL,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN VICENTE,SAN RAFAEL,DE PLAZA LINCOLN 100 E 500 N Y 125 OE,"9,96726191","9,96726191"
200170-00,0000,MY LITTLE FRIENDS PRESCHOOL-ESCUELA PRIMARIA BILINGÜE TRICOLOR-VALUES IN ACTION SECUNDARIA,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN VICENTE,SAPRISSA,350 ESTE DEL MEGASUPER,"9,95961564","9,95961564"
200171-00,0000,COLEGIO NUESTRA SEÑORA DE SION,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN VICENTE,COLEGIOS,100 SUR Y 100 OESTE DEL CEMENTERIO DE MORAVIA,"9,95759789","9,95759789"
200172-00,0000,CRISTIANO OASIS DE ESPERANZA,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN VICENTE,AMÉRICAS,-,"9,9643849","9,9643849"
200173-00,0000,JARDIN DE INFANTES COLIBRI,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN VICENTE,SAN BLAS,200 ESTE DE LA UNIVERSIDAD CATOLICA,0,0
200174-00,0000,SAINT ANTHONY SCHOOL-SAINT ANTHONY HIGH SCHOOL,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN VICENTE,ALONDRA,1 KM OESTE DE ROMANAS BALLAR,"9,95586849","9,95586849"
200175-00,0000,COLEGIO SAINT FRANCIS,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN VICENTE,SAN VICENTE,COSTADO NORTE DE CEMENTERIO DE MORAVIA,"9,96002426","9,96002426"
200176-00,0000,SAINT JOSEPHS PRIMARY SCHOOL,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN VICENTE,GUARIA,150 SUROESTE DE LA ENTRADA DEL CLUB LA GUARIA,"9,954943","9,954943"
200177-00,0000,CENTRO EDUCATIVO BRAULIO C. ROEL ESCUELA ECOLÓGICA,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,SAN JERÓNIMO,SAN JERÓNIMO,-,"10,00587466","10,00587466"
200178-00,0000,INSTITUTO DE APOYO EDUCATIVO INAPE,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,LA TRINIDAD,ALTOS DE TRINIDAD,-,"9,98362757","9,98362757"
200179-00,0000,CENTRO EDUCATIVO LINDA VISTA,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MORAVIA,LA TRINIDAD,ALTOS DE TRINIDAD,1 KM ESTE Y 1 KM SUR DE LA IGLESIA CHILAMATE,"9,98262942","9,98262942"
200180-00,0000,COLEGIO CALASANZ HISPANOCOSTARRICENSE,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MONTES DE OCA,SAN PEDRO,AZALEAS,DEL MAS POR MENOS DE SAN PEDRO 200 NORTE,9.93326308,-84.04621462
200183-00,0000,JARDIN DE NIÑOS COCORI - SUN VIEW ELEMENTARY SCHOOL BILINGÜE - CENTRO EDUCATIVO SUN VIEW SCHOOL,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MONTES DE OCA,SAN PEDRO,LOURDES,125 NORESTE DE LA UNIVERSIDAD LATINA,9.93441693,-84.03084357
200184-00,0000,COLEGIO MONT BERKELEY INTERNACIONAL DE COSTA RICA,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MONTES DE OCA,SAN PEDRO,LOURDES,-,9.93380532,-84.04253703
200185-00,0000,CENTRO EDUCATIVO DELFINES AZULES,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MONTES DE OCA,SAN PEDRO,ORIENTE,300 SUR Y 25 OESTE DEL COLEGIO MONTERREY,9.93672608,-84.04186724
200186-00,0000,MONTERREY CHRISTIAN SCHOOL,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MONTES DE OCA,SAN PEDRO,VARGAS ARAYA,100 SUR 400 NORTE DE LAS INST DEPORTIVAS UCR,9.93896270,-84.04069452
200187-00,0000,SISTEMA EDUCATIVO SAN LORENZO,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MONTES DE OCA,SAN PEDRO,SANTA MARTA,-,9.93088059,-84.03060916
200188-00,0000,CENTRO EDUCATIVO CAMPESTRE,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MONTES DE OCA,SABANILLA,ROSALES,75 OESTE DE LA URBANIZACION MALAGA,9.94709270,-84.03864895
200189-00,0000,COLEGIO METODISTA,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MONTES DE OCA,SABANILLA,ESPAÑOLITA,200 ESTE DEL BANCO NACIONAL,9.94498887,-84.02932507
200190-00,0000,JARDÍN DE NIÑOS LA TORTUGA VERDE,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MONTES DE OCA,SABANILLA,SABANILLA,-,9.94692883,-84.04108511
200191-00,0000,CENTRO EDUCATIVO COLEGIO CALASANZ NOCTURNO,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,MONTES DE OCA,SAN RAFAEL,SAN RAFAEL,-,9.93326308,-84.04621462
200192-00,0000,CENTRO EDUCATIVO BETHABÁ,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,CURRIDABAT,CURRIDABAT,DEL COSTADO S  O DEL PARQUE 200 SUR,9.91231073,-84.03851570
200193-00,0000,CENTRO BILINGÜE INFANTIL MUNDO NUEVO,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ NORTE,SAN JOSÉ,CURRIDABAT,CURRIDABAT,PRADO,700 SUR DE LA MCDONALD CURRIDABAT,9.92413825,-84.04614514
200194-00,0000,COLEGIO SAN ANTONIO DE PADUA Y JARDIN DE NIÑOS AVENTURAS DEL SABER,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,CURRIDABAT,CURRIDABAT,200 METROS NORTE DE LA IGLESIA DE CURRIDABAT,9.91663893,-84.03736677
200195-00,0000,INTERNACIONAL SEK COSTA RICA,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,SÁNCHEZ,SÁNCHEZ,-,9.92290327,-84.02121810
200197-00,0000,CENTRO EDUCATIVO INSTITUTO EDUCATIVO MODERNO,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,GRANADILLA,GRANADILLA NORTE,600 O Y 25 S DE LA IGLESIA CATOLICA,9.93019245,-84.00325045
200198-00,0000,CENTRO PSICOPEDAGÓGICO JARDÍN DE NIÑOS CRAYOLAS,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,CURRIDABAT,PRADO,400 MTS SUR DE LA POPS DE CURRIDABAT,9.92178610,-84.03824274
200199-00,0000,CENTRO EDUCATIVO KID'S WORLD MONTESSORI,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,SÁNCHEZ,PINARES,DE LA FARMACIA FISHEL 200 N 200 E,9.91612643,-84.01856273
200200-00,0000,COLEGIO INTERNACIONAL CANADIENSE,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,SÁNCHEZ,LOMAS DE AYARCO,1.2 KM SUR DEL RESTAURANTE DOñA LELA,9.90021448,-84.02214246
200201-00,0000,CENTRO EDUCATIVO COLEGIO IRIBÓ,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,SÁNCHEZ,LOMAS DE AYARCO,800 SUR 2DA ENTRADA LOMAS DE AYARCO,9.90496089,"9,90400677"
200202-00,0000,CENTRO EDUCATIVO PREESCOLAR LOS OLMOS,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,SÁNCHEZ,LOMAS DE AYARCO,DEL RESTAURANTE DOñA LELA 800 SUR,9.90496089,-84.02324795
200203-00,0000,SAINT PETER´S  HIGH SCHOOL,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,SÁNCHEZ,LOMAS DE AYARCO,-,9.89883799,-84.01766692
200204-00,0000,SISTEMA EDUCATIVO WHITMAN (SEDE PINARES),PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,SÁNCHEZ,PINARES,125 NORTE DE LA BOMBA LA GALERA,9.91498995,-84.02784737
200205-00,0000,CENTRO EDUCATIVO COLEGIO YORKIN,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,SÁNCHEZ,LOMAS DE AYARCO,DE LA CASA DE DOñA LELA 800 S Y 300 E,9.90513619,-84.01972024
200206-00,0000,COLEGIO SAN BENEDICTO,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,TIRRASES,COLINA,DE LA PANADERIA MUSMANNI 100 S Y 350 S,9.90645008,-84.03846488
200207-00,0000,JARDÍN DE NIÑOS GUISELLE GONZÁLEZ,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,TIRRASES,COLINA,100 SUR 300 ESTE DE MUSI,9.90594598,-84.03879014
200208-00,0000,KINDER MONTESSORI JUAN SILVESTRE,PRIVADO,DIRECCIÓN REGIONAL SAN JOSÉ CENTRAL,SAN JOSÉ,CURRIDABAT,TIRRASES,COLINA,RESIDENCIAL LA COLINA 150 ESTE EDIFICIO #24E,9.90353435,-84.04395441
200209-00,0000,CENTRO EDUCATIVO FRAY FELIPE,PRIVADO,DIRECCIÓN REGIONAL PÉREZ ZELEDÓN,SAN JOSÉ,PÉREZ ZELEDÓN,SAN ISIDRO DEL GENERAL,COOPERATIVA,100 S. Y 75 E.ANTIGUAS OFIC. DE CABLE TICA,"9,3680419","9,3680419"
200211-00,4007,CENTRO EDUCATIVO COLEGIO LA ASUNCIÓN,PRIVADO,DIRECCIÓN REGIONAL PÉREZ ZELEDÓN,SAN JOSÉ,PÉREZ ZELEDÓN,SAN ISIDRO DEL GENERAL,LA PRADERA,1K SUR DEL TEMPLO CATOLICO EL CALVARIO,"9,363858","-83,71183761"
200212-00,0000,CENTRO EDUCATIVO ESCUELA Y COLEGIO DEL VALLE,PRIVADO,DIRECCIÓN REGIONAL PÉREZ ZELEDÓN,SAN JOSÉ,PÉREZ ZELEDÓN,SAN ISIDRO DEL GENERAL,SAN ISIDRO DE EL GENERAL,50 METROS SUR DE LA CRUZ ROJA,"9,37101855","9,37101855"
200213-00,0000,CENTRO EDUCATIVO INSTITUCIÓN EDUCATIVA BMS BILINGUAL MULTIDISCIPLINARY SCHOOL,PRIVADO,DIRECCIÓN REGIONAL PÉREZ ZELEDÓN,SAN JOSÉ,PÉREZ ZELEDÓN,DANIEL FLORES,DANIEL FLORES,-,0,0
200214-00,5448,ASOCIACIÓN PADRES DE FAMILIA Y AMIGOS DE PERSONAS CON DISCAPACIDAD DE PÉREZ ZELEDÓN (CAIPAD ASOPAFAM),PRIVADO,DIRECCIÓN REGIONAL PÉREZ ZELEDÓN,SAN JOSÉ,PÉREZ ZELEDÓN,DANIEL FLORES,VILLA LIGIA,50 SUR DE LA SEDE DE LA UNED,0,0
200216-00,5437,ASOCIACION TALLER PROTEGIDO ALAJUELA (A.T.P.A),PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,ALAJUELA,CARMEN,50 M.SUR DE LA BOMBA ALA GAS SANTA ANITA.ALAJ,0,0
200217-00,5357,FUNDACION SERVIO FLORES ARROYO (F.S.F.A),PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,RIO SEGUNDO,RIO SEGUNDO,"300 M N HOTEL HOLIDAY INN B FATIMA, R SEGUNDO",10.00330669,-84.19432782
200218-00,0000,CENTRO EDUCATIVO BRI BRI,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,ALAJUELA,BRASIL,COSTADO ESTE  HOGAR  ANCIANOS SANTIAGO CRESPO,10.02341102,-84.19988441
200220-00,0000,CENTRO EDUCATIVO JARDÍN DE NIÑOS SAN ALFONSO,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,ALAJUELA,BRASIL,1 KM ESTE DE LA IGLESIA LA AGONIA,10.01821813,-84.20099006
200221-00,0000,COLEGIO MARISTA,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,ALAJUELA,ALAJUELA,600 MTS SUR DE LA IGLESIA LA AGONIA,10.01105566,-84.20729876
200222-00,0000,CENTRO EDUCATIVO NIÑO JESÚS DE PRAGA,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,ALAJUELA,AGONIA,200 ESTE Y 50 SUR DE POLLOS DEL ESTE,10.01826553,-84.20745780
200223-00,0000,CENTRO EDUCATIVO PAZ MONTESSORI,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,ALAJUELA,CIRUELAS,400 M ESTE Y 150 M SUR FARMACIA FISCHEL,10.02033235,-84.21345734
200226-00,0000,ACADEMIA DE LA TECNOLOGÍA MODERNA,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN JOSÉ,SAN JOSÉ,200 OESTE Y 75 NORTE DEL CLUB LA GLORIA,10.01217657,-84.25015151
200227-00,0000,CENTRO EDUCATIVO AGUSTINO,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN JOSÉ,COYOL,300 METROS SUR 100 METROS ESTE DE PLAZA ROSE,10.00583452,-84.24749300
200228-00,0000,CENTRO EDUCATIVO HUMMINGBIRD SCHOOL,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN JOSÉ,RESIDENCIAL ALAJUELA,125 M ESTE DE MEGASUPER,10.01179183,-84.23472549
200229-00,0000,CENTRO EDUCATIVO LA TRINIDAD,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN JOSÉ,TRINIDAD,100 MTS SURESTE DEL PARQUE LA TRINIDAD,10.01182762,-84.22743646
200230-00,0000,INSTITUTO EDUCATIVO SAN GERARDO,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN JOSÉ,PUEBLO NUEVO,DE LOS TRIBUNALES DE JUSTICIA 500 N Y 800 OE.,10.02289621,-84.22127294
200232-00,0000,INSTITUTO PEDAGÓGICO CAMINANTES,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN ANTONIO,ROBLE,100 MTS ESTE SUPER LAS VEGAS,9.98981786,-84.24253298
200233-00,0000,CENTRO EDUCATIVO HORIZONTES (CEDHORI),PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN ANTONIO,ROBLE,250 MTS NORTE DE SUPER EL NARANJO,9.98914332,-84.24574754
200234-00,0000,COLEGIO SANTA TERESA,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN ANTONIO,SAN ANTONIO DE TEJAR,600 SUR DE LA ESCUELA LIDER PACTO DEL JOCOTE,10.00290272,-84.23904343
200235-00,0000,CENTRO INFANTIL SWEET KIDS LA GUÁCIMA,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,GUÁCIMA,GUÁCIMA,800 METROS ESTE DEL SUPER LA CANASTICA,9.96400861,-84.24993094
200236-00,0000,CENTRO EDUCATIVO GREDOS SAN DIEGO INTERNATIONAL SCHOOL COSTA RICA,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,GUÁCIMA,NUESTRO AMO,600 M SUR AUTOMERCADO DE LA GUACIMA,9.95003572,-84.26293948
200237-00,0000,SAINT JOHN VIANNEY CENTRO EDUCATIVO,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,GUÁCIMA,GUÁCIMA,-,9.95775174,-84.26062334
200238-00,0000,ESCUELA AUTUMN MILLER,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN ISIDRO,CEIBA,1KM Y MEDIO DE LA CORTE EN CAMPUS UNADECA,10.03329870,-84.21522260
200239-00,0000,INSTITUTO CENTROAMERICANO ADVENTISTA,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN ISIDRO,CEIBA,1.5 KM AL NORTE DE LOS TRIBUNALES DE LA CORTE,10.03220288,-84.21521869
200240-00,0000,CENTRO EDUCATIVO COUNTRY DAY SCHOOL,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN RAFAEL,SAN RAFAEL,"SAN RAFAEL DE ALAJUELA, RUTA 27, KM 17.5",9.95182998,-84.24643457
200241-00,0000,COLEGIO CRISTIANO BILINGÜE LA PALABRA DE VIDA,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN RAFAEL,SAN RAFAEL,200 NORTE DE LA  FABRICA PANASONIC,9.98033213,-84.19854696
200242-00,0000,"SAINT PAUL PRIMARY SCHOOL, SAINT PAUL  COLLEGE",PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,SAN RAFAEL,NAZARETH,600 MTS OESTE DE PANASONIC,9.97677424,-84.20456945
200243-00,0000,CENTRO EDUCATIVO Y ARTÍSTICO CREARTE,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,DESAMPARADOS,DESAMPARADOS,300 ESTE DE VILLAS ALICANTE,10.01276695,-84.19873229
200244-00,0000,CENTRO EDUCATIVO JERUSALÉN,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,DESAMPARADOS,MOJÓN,50 OESTE DE SUPER YIRE,10.02499368,-84.17824185
200245-00,0000,INSTITUTO CIENTIFICO SAN MARCOS,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,DESAMPARADOS,DESAMPARADOS,100 MTS NORESTE PUENTE SOBRE RIO CIRUELAS,10.02048507,-84.19761698
200246-00,0000,CENTRO EDUCATIVO SAINT JOHN BAPTIST,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,DESAMPARADOS,DESAMPARADOS,125 ESTE DE LA PLAZA DE DEPORTES,10.02364139,-84.18680303
200247-00,0000,SAN DIEGO BILINGUAL HIGH SCHOOL,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,DESAMPARADOS,LA CLAUDIA,300 MTS OESTE Y 200 MTS SUR DE COLYPRO,10.01642010,-84.17965613
200248-00,0000,CENTRO EDUCATIVO SAN FERNANDO,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,DESAMPARADOS,LA GIRALDA,10 KM ESTE Y 2 KM SUR ESCUELA SAN DIMAS,10.00934595,-84.19583688
200249-00,0000,CENTRO EDUCATIVO GREEN HOUSE SCHOOL,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ALAJUELA,DESAMPARADOS,LA CLAUDIA,-,10.01723491,-84.18068152
200250-00,4037,COLEGIO PATRIARCA SAN JOSÉ,PRIVADO,DIRECCIÓN REGIONAL OCCIDENTE,ALAJUELA,SAN RAMÓN,SAN RAMÓN,SAN JOSÉ,100 ESTE Y 100 NORTE DE PERIMERCADOS,"10,087993","-84,46758624"
200251-00,1247,COLEGIO PATRIARCA SAN JOSÉ,PRIVADO,DIRECCIÓN REGIONAL OCCIDENTE,ALAJUELA,SAN RAMÓN,SAN RAMÓN,SAN JOSÉ,100 ESTE Y 100 NORTE DE PERIMERCADOS,"10,087993","-84,46758624"
200252-00,0000,CENTRO EDUCACION PREESCOLAR SAN RAMÓN,PRIVADO,DIRECCIÓN REGIONAL OCCIDENTE,ALAJUELA,SAN RAMÓN,SAN RAMÓN,SAN RAMÓN,-,0,0
200253-00,0000,CENTRO EDUCATIVO KINDERLANDIA,PRIVADO,DIRECCIÓN REGIONAL OCCIDENTE,ALAJUELA,SAN RAMÓN,SAN JUAN,LLAMARON,200 OESTE Y 75 NORTE DE MOLIGAS,"10,10075361","10,10075361"
200254-00,0000,CENTRO EDUCATIVO CRISTIANO MI GRAN OSITO,PRIVADO,DIRECCIÓN REGIONAL OCCIDENTE,ALAJUELA,SAN RAMÓN,SAN RAFAEL,TRES MARÍAS,100 M SUR DEL INSTITUTO JULIO ACOSTA GARCIA,0,0
200255-00,0000,CENTRO BILINGÜE PEQUEÑOS POETAS,PRIVADO,DIRECCIÓN REGIONAL OCCIDENTE,ALAJUELA,SAN RAMÓN,SAN RAFAEL,TRES MARÍAS,-,0,0
200256-00,0000,CENTRO EDUCATIVO ST. JOHNS CHRISTIAN SCHOOL,PRIVADO,DIRECCIÓN REGIONAL OCCIDENTE,ALAJUELA,SAN RAMÓN,SAN RAFAEL,TRES MARÍAS,500 MTS FRENTE LA SUCURSAL DE LA CCSS,"10,07868298","10,07868298"
200257-00,5272,ASOCIACIÓN PARA LA ATENCION INTEGRAL A PERSONAS ADULTAS CON DISCAPACIDAD EL SOL BRILLA PARA TODOS,PRIVADO,DIRECCIÓN REGIONAL OCCIDENTE,ALAJUELA,SAN RAMÓN,ÁNGELES,JARDÍN,"250 METROS OESTE DE LA IGLESIA, SAN ISIDRO",0,0
200259-00,0000,COLEGIO BILINGÜE SAN RAMÓN,PRIVADO,DIRECCIÓN REGIONAL OCCIDENTE,ALAJUELA,SAN RAMÓN,ALFARO,CATARATA,2.5 K OESTE DE LA SEDE DE OCCIDENTE DE LA UCR,"10,09540012","10,09540012"
200260-00,0000,CENTRO EDUCATIVO SAINT JOSEPHINE BILINGUAL SCHOOL,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,GRECIA,GRECIA,GRECIA,300M SURESTE DE LA DELEGACION DE TRANSITO,10.07031890,-84.30903854
200261-00,4026,COLEGIO MARIA INMACULADA DE GRECIA,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,GRECIA,GRECIA,JIMÉNEZ,225 MTS NORTE BANCO NACIONAL DE COSTA RICA,"10,0753819","-84,31297842"
200262-00,0000,JARDIN DE NIÑOS CRI CRI,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,GRECIA,GRECIA,BELLA VISTA,125 ESTE DE LOS TRIBUNALES DE JUSTICIA,10.08016169,-84.31115225
200263-00,0000,CENTRO FORMATIVO NUEVO MILENIO ,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,GRECIA,GRECIA,BELLA VISTA,-,10.07541840,-84.31309398
200265-00,0000,CENTRO EDUCATIVO EDUCATIONAL CENTER ABC,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,GRECIA,SAN ISIDRO,MESÓN,800 MTS NORTE ESC. EULALIA RUIZ,10.08198622,-84.30491721
200266-00,5274,ASOCIACION PRO PERSONAS CON DISCAPACIDAD DE ATENAS (APRODISA),PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ATENAS,ATENAS,ATENAS,25 MTS. SUR DEL MINISTERIO DE SALUD,9.97601622,-84.38263809
200267-00,0000,CENTRO EDUCATIVO SAN RAFAEL DE ATENAS,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ATENAS,JESÚS,SABANALARGA,50 MTS OESTE Y 100 MTS SUR MULTIFRIO,9.98066257,-84.38540831
200268-00,0000,CENTRO EDUCATIVO ECO-SCHOOL SK,PRIVADO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,ATENAS,ATENAS,ÁNGELES,200 M ESTE DE GASOLINERA COOPEATENAS,9.98294997,-84.37703771
